isbn13,title,authors,categories,thumbnail,published_year,average_rating,ratings_count,description
9780618127337,Stern Men,Elizabeth Gilbert,Fiction,http://books.google.com/books/content?id=coBvZTs5Yf8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001.0,3.39,4065.0,"Ruth Thomas, a lively young woman who is born out of the struggle between two groups of Maine lobsterheads, finds herself in an awkward position where she has to find retribution. A first novel. Reprint."
9780618127368,Colter,Rick Bass,Biography & Autobiography,http://books.google.com/books/content?id=3irVaKvVuLIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001.0,3.86,446.0,"In a look at the interconnectedness of dogs and human characters, the author recounts his memories of his beloved dog, Colter, and the ways in which he altered the writer's life."
9780618131709,Chimera,John Barth,Fiction,http://books.google.com/books/content?id=m7UiIU8WxCsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001.0,3.73,1727.0,"In CHIMERA, John Barth injects his signature humor into the stories of Scheherezade of the Thousand and One Nights, Perseus, and Bellerophon. He then retells these tales from various angles in a book that the Washington Post describes as ""stylishly maned, tragically songful, serpentinely elegant,"" while also exploring the myths' connection to reality and their resonance with modern day culture."
9780618134304,Henry Adams and the Making of America,Garry Wills;Pulitzer Prize-Winning Journalist and Historian Garry Wills,Biography & Autobiography,http://books.google.com/books/content?id=idzRhAdjnysC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,3.79,91.0,"The impact of Henry Adams, a historian from the 1800s, on historical research is explored through his use of archival materials, personal accounts, and eyewitnesses."
9780618134328,Nixon Agonistes,Garry Wills,Biography & Autobiography,http://books.google.com/books/content?id=5cVKKLSC788C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002.0,4.12,427.0,"Wills' analysis of Richard Nixon is a true classic, as it takes into account the president's opinions, ultimately concluding that Nixon was actually viewed as essentially liberal."
9780618181902,Hear the Wind Blow,Mary Downing Hahn,Juvenile Fiction,http://books.google.com/books/content?id=BVFAmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,4.05,246.0,"During the final days of the Civil War, a thirteen-year-old boy and his little sister set out from Virginia to find relatives as their mother died and their home was in ruins."
9780618196258,Midnight is a Place,Joan Aiken,Juvenile Fiction,http://books.google.com/books/content?id=HV8MmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.91,838.0,"In northern England in 1842, fourteen-year-old Lucas lives a lonely, uninterested life in the house of his nasty guardian, until an unexpected little girl comes into his life that completely changes him."
9780618249060,Silent Spring,Rachel Carson,Nature,http://books.google.com/books/content?id=HeR1l0V0r54C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002.0,3.97,28033.0,Exposes the reckless killing of fish and birds by pesticides and highlights the genetic consequences it may have on humans.
9780618251322,The Best American Sports Writing 2003,Glenn Stout;Buzz Bissinger,Sports & Recreation,http://books.google.com/books/content?id=rLEqAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,3.85,48.0,"Includes articles on topics from magazines and newspapers about bullfighting to basketball, baseball, and boxing."
9780618251452,Two of Us,Peter Smith,Biography & Autobiography,http://books.google.com/books/content?id=GhRKYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.53,51.0,"The author of A Good Family shares a touching and entertaining anecdote about how his and his son's love for the Beatles helped to foster broader discussions on friendship, teamwork, art, sorrow, failure, and mortality."
9780618254118,Queen of Scots,John Alexander Guy,History,http://books.google.com/books/content?id=PmqqAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.95,1637.0,A new historian of Mary Queen of Scots uses fresh sources to dispel myths about her peculiar reign and uncover the political machinations and scandals that have underpinned her reign.
9780618257768,Inventing America,Garry Wills,History,http://books.google.com/books/content?id=V-XP_riSQU8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002.0,3.92,151.0,"In Inventing America, Wills challenges the stereotyped belief that Thomas Jefferson's original version of the Declaration of Independence was driven by individual rights and instead emphasizes the importance of interdependence over individual interests."
9780618329670,The Best American Mystery Stories 2004,Nelson DeMille;Otto Penzler,Fiction,http://books.google.com/books/content?id=WeSBCKu7Cd8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.53,95.0,Offers a selection of mystery stories from magazines published in the United States and Canada.
9780618339556,Fergus and the Night-Demon,Jim Murphy,Juvenile Fiction,http://books.google.com/books/content?id=OKeoo26uyvUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.71,70.0,"A lax young man with a high level of intelligence is confronted with an evil demon while heading out to enjoy the town, and the devil warns that his time has come for him."
9780618380442,The Hermit's Story,Rick Bass,Fiction,http://books.google.com/books/content?id=tL1PmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,4.12,427.0,"Featuring original fiction and short stories, this collection of short tales by the author of Colter and Where the Sea Used to Be features the title story, ""A man and woman who cross over an icy lake,"" along with other such classic pieces as ""The Distance,"" ""Eating,"" and ""Real Town."" Reprint."
9780618391028,JRR Tolkien Companion & Guide,Christina Scull;Wayne G. Hammond,Literary Criticism,http://books.google.com/books/content?id=wohlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.53,37.0,"A comprehensive guide to Tolkien's life and works features concise alphabetical entries on a variety of subjects, such as his sources, synopses, chronology, analysis of his characters, and the personal and historical influences on his writings."
9780618391103,The Maps of Tolkien's Middle-earth,Brian Sibley,Fiction,http://books.google.com/books/content?id=gCENA64Y-O4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,4.13,7585.0,"Comprises of four posters that showcase Tolkien's Middle-Earth world, utilizing maps from The Hobbit, Beleriand, and Numenor, along with a handbook detailing the importance of geographical development in the author'd texts."
9780618422531,Understanding the Lord of the Rings,Neil D. Isaacs;Rose A. Zimbardo,Literary Criticism,http://books.google.com/books/content?id=GEWXQbASXZUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,4.02,2063.0,"A selection of essays on Tolkien's trilogy, including an essay by W. H. Auden about the quest of the hero, a piece by C. S. Lewis about how myth should be valued in society, an article by Marion Zimmer Bradley about worshipping heroes, and authored by Tim Shippey about his film trilogy; all of these essays are original."
9780618439096,Dunk,David Lubar,Juvenile Fiction,http://books.google.com/books/content?id=ulrb63WKXlMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004.0,3.8,888.0,"The summer before his junior year of high school, Chad is preparing to play the role of the clown in a dutch tank at an amusement park on the New Jersey shore, but struggles with his best friend's severe illness, police trouble, and the girl who managed to escape."
9780618445578,The Bake Shop Ghost,Jacqueline K. Ogburn;Marjorie Priceman,Juvenile Fiction,http://books.google.com/books/content?id=Qwi5oabCNkwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,4.26,236.0,"Following Miss Cora Lee Merriweather's demise, she haunted her bake shop until Annie Washington, the new owner, struck a deal with her."
9780618446704,Reefer Madness,Eric Schlosser,Business & Economics,http://books.google.com/books/content?id=xpoumAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.77,5187.0,"Revelations America's ""shadow"" economy of illicit drugs, pornography, and undocumented immigrants, asserting that these industries are still growing under the radar of government policies."
9780618446711,The Last Shot,Darcy Frey,Sports & Recreation,http://books.google.com/books/content?id=VXp3l0ZXZscC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004.0,4.16,4979.0,"The Abraham Lincoln High School Railsplitters consider basketball as their sole source of income, hoping to secure a college scholarship and escape the neighborhood, but the challenges of SATS, the NCAA, and college recruiting present arduous."
9780618446872,Dark Star Safari,Paul Theroux,Travel,http://books.google.com/books/content?id=NO5sC72BSNgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004.0,3.96,10830.0,"The author narrates his journey from Cairo to South Africa, detailing the unsatisfactory food, numerous delays, discomfort, and hazards of the trip, as well as the people and attractions of real Africa."
9780618470228,The Best American Sports Writing 2006,Glenn Stout;Michael Lewis,Sports & Recreation,http://books.google.com/books/content?id=4bry8JuAiPEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.75,81.0,"Includes articles on topics from magazines and newspapers about bullfighting to basketball, baseball, and boxing."
9780618471164,Since 1500  Chapters 15-30,Richard W. Bulliet,Science,http://books.google.com/books/content?id=DS0C7QE9ZvwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.0,8.0,"The Earth and Its Peoples Brief Edition is a concise history of the world that is balanced and comparative, with the themes of ""Environment and Technology"" and ""Diversity and Dominance"" uniting the regions of humanity. The book is both informative and accessible to students due to its high level of scholarship it provides."
9780618477906,Trip to the North Pole,Ellen Weiss;Robert Zemeckis;William Broyles;Chris Van Allsburg,Fiction,http://books.google.com/books/content?id=QgVmKEDNkrsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.62,53.0,"A Christmas eve scene features a young boy and other children on an all-night train trip to the North Pole, inspired by the new movie."
9780618477944,Fun Home,Alison Bechdel,Biography & Autobiography,http://books.google.com/books/content?id=muxkYCmy7-wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006.0,4.09,48909.0,"A cult hit comic artist has written a graphic novel that offers eerily humorous perspectives on her family life, including her father's involvement as he works as the director of reunification and is now openly gay."
9780618479030,Natural Health  Natural Medicine,Andrew Weil,Health & Fitness,http://books.google.com/books/content?id=qliYOteXA30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004.0,4.12,568.0,"Natural Health, Natural Medicine is a comprehensive guide that offers practical insights into preventive health maintenance, alternative healing, and general information on traditional medicine."
9780618485222,The Namesake,Jhumpa Lahiri,Fiction,http://books.google.com/books/content?id=Nx-vY7ac1OcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004.0,3.98,203953.0,"In her debut novel, the Pulitzer Prize-winning author recounts the story of the Ganguli family's journey from their traditional life in India to their difficult integration into an American culture that spans three decades across two continents and two generations."
9780618506910,Entre Amis,Michael Oates;Larbi Oukada,Foreign Language Study,http://books.google.com/books/content?id=M91wPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.52,21.0,"In order to develop their interpersonal, interpretive, and presentational communicative skills, students in Entre amis are required to perform situations that resemble those they will encounter in real life. The program follows a progressive approach, where all four-language skills are covered with sensitivity to oral communication. French culture is integrated into the language presented and practiced through experimentation and reflection."
9780618510825,The Lord of the Rings Complete Visual Companion,Jude Fisher,Fiction,http://books.google.com/books/content?id=7_IRAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.5,343.0,"Through photographs, screenshots, and images from all three films, a visual summary of ""The Lord of the Rings"" film trilogy showcases the diverse characters and locations in Peter Jackson's Middle-earth vision."
9780618554591,Firefighters in the Dark,Dashka Slater;Nicoletta Ceccoli,Juvenile Fiction,http://books.google.com/books/content?id=Ee5sT-sVtyoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.62,84.0,"While in bed at night, a creative child hears sirens from the local fire station and creates fantastic stories about the firefighters' actions."
9780618574810,Tolkien And The Great War,John Garth,Biography & Autobiography,http://books.google.com/books/content?id=OODLVikjYksC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,3.7,6167.0,"This edition focuses on one of the most underrated aspects of J. R.R. Tolkien's writings, specifically his experiences in the trenches during World War I, and how the passing of two of his associates had an impact on his life and work."
9780618582150,The Best American Travel Writing 2006,Tim Cahill;Jason Wilson,Travel,http://books.google.com/books/content?id=H8GRNgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.93,488.0,"Announces a collection of the most exceptional travel content published in the previous year, chosen from various publications such as magazines, newspapers, and websites."
9780618586455,The Best American Spiritual Writing 2006,Philip Zaleski,Literary Collections,http://books.google.com/books/content?id=hJ46LRV50KUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.52,28.0,"This collection of the best spiritual writing of 2014 includes essays and articles on faith, spirituality and its effects upon society, politics, culture, creativity, literature and more, reflecting a wide range of perspectives from Christian, Muslim, Jewish, Buddhist and other traditions."
9780618611690,The Polar Express,Chris Van Allsburg,Juvenile Fiction,http://books.google.com/books/content?id=9946PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.3,83.0,"A boy takes a magical train ride to the North Pole on Christmas Eve to receive cherished presents from Santa Claus, which includes personalised Caldecott Medal Books in slip-cases."
9780618619078,Bury the Chains,Adam Hochschild,History,http://books.google.com/books/content?id=8p6c9N5K2i0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006.0,4.27,1258.0,Describes the first significant human rights campaign that took place in England during the 1780s and resulted in the liberation of hundreds of thousands of slaves worldwide.
9780618619160,The Ancestor's Tale,Richard Dawkins;Yan Wong,Science,http://books.google.com/books/content?id=rR9XPnaqvCMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,4.13,18593.0,"A distinguished biologist presents a comprehensive account of the evolution of life on Earth for over four billion years, providing new insights into evolutionary theory, history, sexual selection, speciation, extinction, and genetics."
9780618640140,The Lord of the Rings Sketchbook,Alan Lee,Art,http://books.google.com/books/content?id=JUdOAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.27,9593.0,"The Lord of the Rings and recent film trilogy illustrated set contains more than 150 drawings and paintings, plus twenty full-color plates made for Peter Jackson's production company."
9780618685509,Gossamer,Lois Lowry,Juvenile Fiction,http://books.google.com/books/content?id=4vJZmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.89,13463.0,"A young dream giver tries to rescue an eight-year-old boy from his abusive past and the nightmares caused by frightening Sinisteeds while learning how to grant dreams. The first printing of 100,000 copies was completed on time."
9780618709861,In the Lake of the Woods,Tim O'Brien,Fiction,http://books.google.com/books/content?id=sEQmQYilkpEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.78,14031.0,"A politician and his wife escape to a lakeside cabin in northern Minnesota, where they hide from the public eye due to allegations of the atrocities committed during the Vietnam war."
9780618710317,Chew on this,Eric Schlosser;Charles Wilson,Juvenile Nonfiction,http://books.google.com/books/content?id=469DC75tfvwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.75,3640.0,A glimpse into the behind-the-scenes action of fast food.
9780618710508,The Diezmo,Rick Bass,Fiction,http://books.google.com/books/content?id=C1DnmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.46,11.0,"Two young men are ensnared in a real-life raid on the Mexcian village of Mier, where they become participants in an international chess match that will ultimately decide the fate of Texas. The novel is based on one of history's most tragic events in Texas and follows them."
9780618710539,Three Nights in August,H. G. Bissinger;Buzz Bissinger,Sports & Recreation,http://books.google.com/books/content?id=ncQZnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.87,6560.0,"A three-game series between the Cardinals and Cubses, featuring Albert Pujols, Sammy Sosa, Mark Prior, and Scott Rolen, is chronicled by a Pulitzer Prize-winning author."
9780618711659,Extremely Loud and Incredibly Close,Jonathan Safran Foer,Fiction,http://books.google.com/books/content?id=FHEy-iv2Y5IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.98,325230.0,"In search of a lock that fits the black key left by his father, Oskar Schell, who is the nine-year-old son of the man killed in the World Trade Center attacks, searches the five boroughs of New York City."
9780618711666,The Hungry Tide,Amitav Ghosh,Fiction,http://books.google.com/books/content?id=LN16i5rklB4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006.0,3.94,11220.0,"Spectacles the life of modern India, chronicling the interconnected journey of an American marine biologist and a businessman from Delhi who embark on ere footing to the distant Sundarban islands."
9780618711673,King Leopold's Ghost,Adam Hochschild,History,,2006.0,4.16,95.0,"Hochschild's ""Christian Science Monitor"" feature features a captivating tale of King Leopold of Belgium, depicted in 31 photos and accompanied by engrossing characters, intense drama, thrilling adventure, deceitful manipulation, fearless honesty, and exceptional moral zeal."
9780618773558,The Chosen,Jerome Karabel,Education,http://books.google.com/books/content?id=zwf-Ofc--toC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006.0,4.06,193.0,"The University of California's sociology professor shares the results of his admission research at Princeton, uncovering a century of exclusion that impacts the American experience while also raising important questions about higher education stratification."
9780618894642,Children of Húrin,John Ronald Reuel Tolkien,Fiction,http://books.google.com/books/content?id=W6crAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,3.97,2612.0,"A fantasy adventure saga set in the early days of Middle-Earth depicts an epic battle between good and evil, with humans and elves, dwarves and dragons, and orcs fighting against each other."
9780631163022,The Ideology of the Aesthetic,Terry Eagleton,Literary Criticism,http://books.google.com/books/content?id=QzYDaoaUyLYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991.0,4.13,257.0,"Eagleton's book, The Ideology of the Aesthetic, offers a detailed history and critique of this concept in modern Western thought. This is essentially narrating tenets from Marx to Adorno, with an emphasis on the complex relationships between aesthetics, ethics, and politics."
9780631169406,On Certainty,Ludwig Wittgenstein,Philosophy,http://books.google.com/books/content?id=ZGHG6WkVF5EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991.0,4.16,69.0,"The collection of Wittgenstein's thoughts on knowledge and certainty, about knowing a proposition for sure, was written during the last 18 months of his life. This volume draws inspiration from G. E. Moore' defense of common sense and explores these concepts."
9780631186274,Western Philosophy,John G. Cottingham,Philosophy,http://books.google.com/books/content?id=imkTo_sNrKcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996.0,4.06,66.0,"From ancient Greece to the present day, Western Philosophy: An Anthology is the most comprehensive and authoritative compilation of philosophical texts. It contains 100 well-crafted extracts that cover all the major branches of philosophy, including theory, metaphysics, philosophy of mind, religion, science, moral philosophy (both theoretical and applied), political theory und aesthetics. The book is presented chronologically and substantively, with a clear philosophical commentary that guides the reader through the key points."
9780631198192,Liberals and Communitarians,Stephen Mulhall;Adam Swift,Political Science,http://books.google.com/books/content?id=tpPfWtJahCcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996.0,4.04,26.0,This edition is a substantial improvement over the traditional guide to this crucial issue in contemporary political philosophy.
9780631231271,Philosophical Investigations,Ludwig Wittgenstein,Philosophy,http://books.google.com/books/content?id=JoPYriJM1cwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991.0,4.23,10629.0,"The Philosophical Investigations of Ludwig Wittgenstein (1889-1951) is a personal account of his two decades of intensive research on the philosophy of mind, language, and meaning."
9780634041129,Michael W. Smith,Michael W. Smith,Music,http://books.google.com/books/content?id=6iIrPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.8,4.0,"The piano solo folio of Freedom, the first instrumental CD by the multi-million-selling CCM artist, contains all 12 tunes and was recorded in Ireland and released in 2000."
9780635034700,The Mystery of the Ancient Pyramid (Cairo  Egypt),Carole Marsh,Juvenile Fiction,http://books.google.com/books/content?id=2WDcIRrSRCMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006.0,3.61,27.0,"A mystery involving a cursed mummy, satan and an arrogant archer's body is the subject of Mimi, Papa, Grant and Christina in Egypt."
9780664226107,The Gospel According to Tolkien,Ralph C. Wood,Literary Criticism,http://books.google.com/books/content?id=xcQSngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,4.07,538.0,"In this book, Ralph Wood portrays how J.R. Tolkien's work is deeply Christian and meaningful, as it challenges readers to see beyond the horrors of our era."
9780664228910,That Godless Court?,Ronald Bruce Flowers,Religion,http://books.google.com/books/content?id=kjLLlS9hWmYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,3.54,12.0,"The First Amendment's religious clauses, while seemingly unambiguous, have been and continue to be a source of controversy. In fact, there has never been questioned the complexity and division surrounding church-state issues. Ronald B. Flowers offers remarkably succinct explanations on the specific aspects of Supreme Court decisions that have affected relations between church and state, as well as their impact on U.S. citizens. This book is an ideal work of analysis for those who have already heard the debate about the relationship between churches and states, and where courts."
9780664241582,Luther and Erasmus,Ernest Gordon Rupp;Philip Saville Watson,Religion,http://books.google.com/books/content?id=IU_8JDjxL34C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1969.0,3.81,107.0,"Included in this volume are the works of Erasmus's 1524 diatribe and De Libero Arbitrio, as well as Luther' s violent counterattack. E. Gordon Rupp and Philip Watson provide commentary on these texts."
9780670034666,Self-made Man,Norah Vincent,Social Science,http://books.google.com/books/content?id=PGiBQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.32,4053.0,"A columnist for the Los Angeles Times narrates her eighteen-month covert mission as a man, during which she faced significant personal risks such as working in sales, joining sex clubs, dating, and experiencing rigid masculinity codes."
9780670034802,Swapping Lives,Jane Green,Fiction,http://books.google.com/books/content?id=x6Y1CioZ3QQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.58,24212.0,"Vicky Townsley, the magazine director, participates in a competition that involves her and Amber Winslow, despite her busy work schedule and many friends."
9780670036653,The Roald Dahl Treasury,Roald Dahl,Juvenile Fiction,http://books.google.com/books/content?id=NJfZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,4.43,2091.0,"Contains selections from the author's children' book series that are organized into categories such as ""Animals,"" (fiction), ""Magic"", ""Family, friends and enemies,"" and ""Matters of importance"""
9780670037605,Mayflower,Nathaniel Philbrick,History,http://books.google.com/books/content?id=qk9AXww_XysC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.87,29543.0,"The author of Sea of Glory. 450,000 first printing rebuts widely held assumptions about the Pilgrim settlement of New England, discussing topics such as the European-related illnesses experienced by the Wampanoag tribe, the delicate interactions between the locals and their Indigenous counterparts, and the destructive outcomes of King Philip's War."
9780670037773,Special Topics in Calamity Physics,Marisha Pessl,Fiction,http://books.google.com/books/content?id=6wAkEofYH_IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.71,31644.0,"Blue van Meer, who was raised by her father with aphorisms, transitions from one academic community to another. She joins prestigious St. Gallway School in her final year of high school and is soon joined by enigmatic friends before the deaths of teacher and student spark ignite her analytical mind. Her first novel will be printed for 50,000 euros."
9780670037780,Helen of Troy,Margaret George,Fiction,http://books.google.com/books/content?id=M_35s5ud9QIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.92,8104.0,"At a young age, Helen wed the Spartan king Menelaus, and although she hopes for an unrequited union, she eventually falls in love with the Trojan prince Paris. She then moves to Troy with disastrous consequences after dissolving the marriage."
9780670037865,Dust,Martha Grimes,Fiction,http://books.google.com/books/content?id=HT9ir9clPfkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,3.64,2532.0,The disappearance of a wealthy unidentified bachelor named Dust is being investigated by Richard Jury.
9780670038381,The Mistress's Daughter,A. M. Homes,Biography & Autobiography,http://books.google.com/books/content?id=PjNZlxRmi9oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,3.28,3218.0,"A woman who was adopted as a baby shares her encounter with her birth parents, discussing how adoption impacted her sense of self-worth, her efforts to understand her mother's personal life, and her disillusionment with the fact that her biological father had no desire to allow her to join his family."
9780670044368,Vinyl Cafe Diaries,Stuart McLean,Canada,http://books.google.com/books/content?id=lNAdAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,4.19,883.0,The subsequent adventures of Dave and Morley.
9780670820559,Spycatcher,Peter Wright,Espionage,http://books.google.com/books/content?id=gkeJAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1987.0,3.72,154.0,"The ex-assistant of MI5 provides an overview of British Intelligence, citing his work on the Ring of Five and uncovering Soviet spy activities and the plot to remove Harold Wilson from his position as Prime Minister in the 1970s."
9780670876129,The Adventures of Pippi Longstocking,Astrid Lindgren;Michael Chesworth,Juvenile Fiction,http://books.google.com/books/content?id=n0sHAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,4.25,4671.0,"A compilation of three books that were previously published: Pippi Longstocking, Pipi goes on board, and Pippe in the South Seas."
9780670886586,Haroun and the Sea of Stories,Salman Rushdie,Fiction,http://books.google.com/books/content?id=O-6nPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999.0,4.01,21536.0,"The letter is the starting point for Penguin Drop Caps, a new series of twenty-six collectible and hardcover editions that showcase stunningly illustrated letter letters on their type cover. Jessica Hische, an iconic figure in typography and illustration, collaborated with Penguin Art Director Paul Buckley to create this unique cover art."
9780670910618,Matthew Flinders' Cat,Bryce Courtenay,Alcoholics,http://books.google.com/books/content?id=G9I1AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.8,2627.0,"A bronze statue of Trim, a member of Matthew Flinders' cat, sits on the window sill above Billy O'Shannessy, who used to be an influential barrister. Ryan, aged ten, is presently in search of all the usual trouble after meeting him and becoming an unlikely friend."
9780670913527,Artemis Fowl,Eoin Colfer,Children's stories,http://books.google.com/books/content?id=TOqePwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,4.05,179.0,"A twelve-year-old criminal named Artemis Fowl is the most astute and daring individual ever. His ultimate goal is to hold a leprechaun to ransom, but he ultimately leads the group to abduct Captain Holly Short of the Lep-Recon."
9780670915415,In the Shadow of No Towers,Art Spiegelman,Graphic novels,http://books.google.com/books/content?id=0mLvAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.68,2818.0,"After discovering that his daughter Nadja was not alive when she was found in her school at the foot of the burning towers, Art Spiegelman rushed to the World Trade Center on September 11, 2001. He then returned home to write and perform a comic strip about the hijacking of events by America, known for its subversive nature and iconic tone."
9780671000745,Echo Platoon,Richard Marcinko;John Weisman,Fiction,http://books.google.com/books/content?id=NqJ7l2bMCIYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001.0,3.95,530.0,"The Navy SEALs, with Major Jessica Van Pachen and the Rogue Warrior, are dispatched to safeguard American interests in the Caspian Sea as Iran and Russia seek oil resources."
9780671001957,Pieces,Stephen Chbosky,Fiction,http://books.google.com/books/content?id=p4wiuiViP0IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2000.0,3.52,1087.0,"Sophisticated by ""Write Stuff"" contestants, the award-winning short stories depict a series of changes and life's events, including failed relationships, heartbreaks, and reunions."
9780671003470,The Law of Enclosures,Dale Peck,Fiction,http://books.google.com/books/content?id=eYkgIE2OIigC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1997.0,3.65,73.0,"The account of a forty-year marriage depicts the turmoil and joys experienced by Henry and Beatrice, who ultimately discover their love for each other after falling apart."
9780671004545,You Belong To Me,Mary Higgins Clark,Fiction,http://books.google.com/books/content?id=zOTWszVu2GMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999.0,3.86,20406.0,"The New York Times and USA TODAY both praise the novel by author Mary Higgins Clark, titled ""The Mistress of High Tension,"" for its exceptional blend of suspense and mystery."
9780671007638,Runaways,V.C. Andrews,Fiction,http://books.google.com/books/content?id=zxTAAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998.0,3.77,5004.0,"V.C. Andrews® has put the magical Orphans series finishing with this new novel that narrates the story of three orphane children who lived in a deplorable foster home, where Brooke, Crystal, Raven, and Butterfly were all sisters and could forget about their past and hope for rebirth. But then they found out something even more disturbing: Gordon's boots were gnawing on the wooden floors."
